k,sigma,seed,generator,hard_infeasible
3.0,0.01,26,y^2+vy^2 (y-energy),False
3.0,0.01,26,x*y+vx*vy (cross term),False
3.0,0.01,26,x*vy-y*vx (ang. momentum),False
3.5,0.01,26,x^2+vx^2 (x-energy),False
3.5,0.01,26,y^2+vy^2 (y-energy),False
3.5,0.01,26,x*y+vx*vy (cross term),False
3.5,0.01,26,x*vy-y*vx (ang. momentum),False
4.0,0.01,26,x^2+vx^2 (x-energy),False
4.0,0.01,26,y^2+vy^2 (y-energy),False
4.0,0.01,26,x*y+vx*vy (cross term),False
4.0,0.01,26,x*vy-y*vx (ang. momentum),False
5.0,0.01,26,x^2+vx^2 (x-energy),False
5.0,0.01,26,y^2+vy^2 (y-energy),False
5.0,0.01,26,x*y+vx*vy (cross term),False
5.0,0.01,26,x*vy-y*vx (ang. momentum),False
7.0,0.01,26,x^2+vx^2 (x-energy),False
7.0,0.01,26,y^2+vy^2 (y-energy),False
7.0,0.01,26,x*y+vx*vy (cross term),False
7.0,0.01,26,x*vy-y*vx (ang. momentum),False
0.0,0.01,27,x^2+vx^2 (x-energy),False
0.0,0.01,27,y^2+vy^2 (y-energy),False
0.0,0.01,27,x*y+vx*vy (cross term),False
0.0,0.01,27,x*vy-y*vx (ang. momentum),False
1.0,0.01,27,x^2+vx^2 (x-energy),False
1.0,0.01,27,y^2+vy^2 (y-energy),False
1.0,0.01,27,x*y+vx*vy (cross term),False
1.0,0.01,27,x*vy-y*vx (ang. momentum),False
1.5,0.01,27,x^2+vx^2 (x-energy),False
1.5,0.01,27,y^2+vy^2 (y-energy),False
1.5,0.01,27,x*y+vx*vy (cross term),False
1.5,0.01,27,x*vy-y*vx (ang. momentum),False
2.0,0.01,27,x^2+vx^2 (x-energy),False
2.0,0.01,27,y^2+vy^2 (y-energy),False
2.0,0.01,27,x*y+vx*vy (cross term),False
2.0,0.01,27,x*vy-y*vx (ang. momentum),False
2.5,0.01,27,x^2+vx^2 (x-energy),False
2.5,0.01,27,y^2+vy^2 (y-energy),False
2.5,0.01,27,x*y+vx*vy (cross term),False
2.5,0.01,27,x*vy-y*vx (ang. momentum),False
3.0,0.01,27,x^2+vx^2 (x-energy),False
3.0,0.01,27,y^2+vy^2 (y-energy),False
3.0,0.01,27,x*y+vx*vy (cross term),False
3.0,0.01,27,x*vy-y*vx (ang. momentum),False
3.5,0.01,27,x^2+vx^2 (x-energy),False
3.5,0.01,27,y^2+vy^2 (y-energy),False
3.5,0.01,27,x*y+vx*vy (cross term),False
3.5,0.01,27,x*vy-y*vx (ang. momentum),False
4.0,0.01,27,x^2+vx^2 (x-energy),False
4.0,0.01,27,y^2+vy^2 (y-energy),False
4.0,0.01,27,x*y+vx*vy (cross term),False
4.0,0.01,27,x*vy-y*vx (ang. momentum),False
5.0,0.01,27,x^2+vx^2 (x-energy),False
5.0,0.01,27,y^2+vy^2 (y-energy),False
5.0,0.01,27,x*y+vx*vy (cross term),False
5.0,0.01,27,x*vy-y*vx (ang. momentum),False
7.0,0.01,27,x^2+vx^2 (x-energy),False
7.0,0.01,27,y^2+vy^2 (y-energy),False
7.0,0.01,27,x*y+vx*vy (cross term),False
7.0,0.01,27,x*vy-y*vx (ang. momentum),False
0.0,0.01,28,x^2+vx^2 (x-energy),False
0.0,0.01,28,y^2+vy^2 (y-energy),False
0.0,0.01,28,x*y+vx*vy (cross term),False
0.0,0.01,28,x*vy-y*vx (ang. momentum),False
1.0,0.01,28,x^2+vx^2 (x-energy),False
1.0,0.01,28,y^2+vy^2 (y-energy),False
1.0,0.01,28,x*y+vx*vy (cross term),False
1.0,0.01,28,x*vy-y*vx (ang. momentum),False
